Date,Type,Link
2023-09-04 07:25:39,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7097469639240134656
2023-09-03 13:59:52,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7104099638894313472
2023-09-03 11:17:13,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7104054707408543744
2023-09-03 11:16:52,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7103982136134647808
2023-09-02 17:20:20,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7103744813245579264
2023-09-02 13:35:26,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7103462625971179520
2023-09-02 13:25:18,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7103648382736367617
2023-09-01 14:32:31,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7103374732950929408
2023-09-01 11:25:03,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7103268499732467713
2023-09-01 11:24:57,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7103332904419659776
2023-09-01 07:06:44,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7103268713511960577
2023-09-01 07:06:40,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7103072486107324417
2023-09-01 07:06:33,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7103255265948372992
2023-09-01 05:17:37,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7103240270187536385
2023-08-31 17:18:50,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7103052830407593984
2023-08-31 13:07:59,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7102972141603540992
2023-08-31 13:00:05,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7102979666260484096
2023-08-31 12:59:21,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7102994964342583296
2023-08-31 12:57:21,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7102919551746514944
2023-08-31 06:20:33,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7102876724501082112
2023-08-31 03:34:00,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7102696514396782593
2023-08-31 03:33:33,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7102678686847406080
2023-08-30 15:24:46,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7102613168098541568?commentUrn=urn%3Ali%3Acomment%3A%28ugcPost%3A7102613168098541568%2C7102663418360283136%29
2023-08-30 13:05:53,ENTERTAINMENT,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7102633178762256384
2023-08-30 13:01:54,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7102613168098541568
2023-08-30 07:32:24,INTEREST,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7102470526538813440
2023-08-30 06:19:21,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7102314894301032448
2023-08-30 06:19:06,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7102506899283087360
2023-08-30 06:18:41,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7102494484168409088
2023-08-30 06:14:25,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7102509810264281088
2023-08-30 06:14:04,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7102513012976066561
2023-08-29 15:20:19,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7102308319691718656
2023-08-29 12:59:14,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7102187269725298688
2023-08-29 06:23:09,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7101980161272647680
2023-08-29 06:23:00,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7102149104285196288
2023-08-29 06:21:40,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7102170350813163520
2023-08-28 12:44:51,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7101845063625773056
